doc_id,place_name,geonameid,hit_lat,hit_lon,hit_country_iso2,hit_admin1_name,hit_admin1_code,feature_class,feature_code,candidate_reason,hit_type,rank,ims_facility_id,unlocode,facility_name,facility_city,facility_country_iso2,facility_admin1,facility_lat,facility_lon,distance_km,name_score,admin_score,dist_score,total_score
18a04f80ccbd2a248babd80d8afba7e54d61ce97,Kingston upon Hull,2645425,53.7446,-0.33525,GB,England,ENG,P,PPLA2,by_country,normal,2,JHW,GBJHW,Crown Dry-Dock,Kingston upon Hull,GB,KHL,53.23333,-0.31667,56.86391717514834,1.0,0.0,0.2418144376646888,0.6725443312994066
18a04f80ccbd2a248babd80d8afba7e54d61ce97,Kingston upon Hull,2645425,53.7446,-0.33525,GB,England,ENG,P,PPLA2,by_country,normal,3,BNH,GBBNH,Barton upon Humber,North Lincolnshire,GB,NLN,53.66667,-0.43333,10.805768309659687,0.6111111111111112,0.0,0.8559230892045375,0.623443593428028
18a04f80ccbd2a248babd80d8afba7e54d61ce97,Kingston upon Hull,2645425,53.7446,-0.33525,GB,England,ENG,P,PPLA2,by_country,normal,4,BHR,GBBHR,Barrow-upon-Humber,North Lincolnshire,GB,NLN,53.68333,-0.38333,7.51176969420651,0.5,0.0,0.8998430707439132,0.569952921223174
18a04f80ccbd2a248babd80d8afba7e54d61ce97,Kingston upon Hull,2645425,53.7446,-0.33525,GB,England,ENG,P,PPLA2,by_country,normal,5,BUS,GBBUS,Burton upon Stather,North Lincolnshire,GB,NLN,53.65,-0.68333,25.214159835610438,0.5405405405405406,0.0,0.6638112021918608,0.5234676849818826
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,1,4NJ,US4NJ,New Era,Michigan,US,MI,43.55,-86.33333,14.713348419082743,0.2857142857142857,1.0,0.9754777526348621,0.5640718972190301
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,2,LDM,USLDM,Ludington,Michigan,US,MI,43.9555406,-86.4477416,32.20182354145967,0.2962962962962963,1.0,0.9463302940975672,0.5616768660070479
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,3,TW2,USTW2,Twin Lake,Michigan,US,MI,43.35,-86.15,39.26842840681083,0.2857142857142857,1.0,0.934552619321982,0.551794357225166
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,4,MKG,USMKG,Muskegon,Michigan,US,MI,43.21667,-86.23333,52.15527856423245,0.2857142857142857,1.0,0.9130745357262793,0.5453509321464551
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,5,NTR,USNTR,Norton Shores,Michigan,US,MI,43.15,-86.25,59.377096522265624,0.2857142857142857,1.0,0.9010381724628906,0.5417400231674385
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,6,GHN,USGHN,Grand Haven,Michigan,US,MI,43.0630734,-86.2283864,69.16743889456875,0.35294117647058826,1.0,0.8847209351757188,0.5771809864350685
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,7,QMM,USQMM,Marne,Michigan,US,MI,43.03333,-85.81667,82.6686988387532,0.2857142857142857,1.0,0.8622188352687447,0.5300942220091948
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,8,UMQ,USUMQ,Mecosta,Michigan,US,MI,43.61667,-85.21667,88.81195534253892,0.4,1.0,0.8519800744291017,0.5955940223287305
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,9,GRR,USGRR,Grand Rapids,Michigan,US,MI,42.9632425,-85.6678639,95.60088587934457,0.37037037037037035,1.0,0.8406651902010924,0.5744217792825499
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,10,HLM,USHLM,Holland,Michigan,US,MI,42.78333,-86.1,101.43558969058977,0.3333333333333333,1.0,0.8309406838490171,0.549282205154705
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,11,FNF,USFNF,Frankfort,Michigan,US,MI,44.63333,-86.23333,106.01698405582823,0.36363636363636365,1.0,0.8233050265736196,0.565173326153904
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,12,CDU,USCDU,Cedar Lake,Michigan,US,MI,43.4,-84.96667,113.2465057822037,0.36363636363636365,1.0,0.8112558236963272,0.5615585652907163
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,14,DOG,USDOG,"Douglas, Allegan",Michigan,US,MI,42.63333,-86.2,116.96680439530034,0.2857142857142857,1.0,0.8050553260078328,0.5129451692309213
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,16,CDZ,USCDZ,Caledonia,Michigan,US,MI,42.78333,-85.51667,119.09024995255683,0.2857142857142857,1.0,0.801516250079072,0.511883446452293
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,17,XXY,USXXY,East Leroy,Michigan,US,MI,42.96667,-85.21667,119.34166088308396,0.43478260869565216,1.0,0.8010972318615267,0.6011987347758493
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,18,SRN,USSRN,Saranac,Michigan,US,MI,42.91667,-85.2,124.12091850695388,0.4,1.0,0.7931318024884102,0.577939540746523
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,20,SOH,USSOH,South Haven,Michigan,US,MI,42.4030865,-86.2736407,142.2275375341481,0.2857142857142857,1.0,0.7629541041097532,0.5003148026614973
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,21,PWQ,USPWQ,Portland,Michigan,US,MI,42.91371675,-84.89673701161041,143.18040570017595,0.3225806451612903,1.0,0.7613659904997068,0.5219581842466862
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,27,FU7,USFU7,Sanford,Michigan,US,MI,43.66667,-84.36667,156.846673400678,0.3,1.0,0.7385888776655367,0.501576663299661
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,38,EQ4,USEQ4,East Lansing,Michigan,US,MI,42.73333,-84.48333,182.21378282147703,0.375,1.0,0.696310361964205,0.5338931085892614
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,49,BYZ,USBYZ,Boyne City,Michigan,US,MI,45.21667,-85.0,200.13083552259857,0.5217391304347826,1.0,0.6664486074623357,0.6129780604995702
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,68,YAN,USYAN,Alanson,Michigan,US,MI,45.43333,-84.78333,229.5441112086593,0.4,1.0,0.6174264813189012,0.5252279443956703
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,90,ESC,USESC,Escanaba,Michigan,US,MI,45.8547075,-87.18677477574815,251.18470519669592,0.45161290322580644,1.0,0.5813588246721735,0.5453753893371359
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,97,ARB,USARB,Ann Arbor,Michigan,US,MI,42.2813722,-83.7484616,260.5542345182761,0.43478260869565216,1.0,0.5657429424695399,0.5305924479582532
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,109,RCY,USRCY,Rogers City,Michigan,US,MI,45.421391,-83.818185,276.77308947738027,0.5,1.0,0.5387115175376995,0.5616134552613098
19b6df980ac9706477bbb68917ee145af7d0eecf,Oceana County,5004294,43.68178,-86.31683,US,Michigan,MI,A,ADM2,by_country,sea,132,DET,USDET,Detroit,Michigan,US,MI,42.31667,-83.03333,307.12098198216427,0.43478260869565216,1.0,0.4881316966963929,0.5073090742263091
1b7fa43c526a792f5dbdeb34f4f056fbcad95fbd,Hong Kong,1819729,22.27832,114.17469,HK,,,P,PPLC,by_country,normal,1,HKG,HKHKG,Hong Kong,,HK,,22.31667,114.16667,4.343416130297495,1.0,0.0,0.9420877849293667,0.88262633547881
1b7fa43c526a792f5dbdeb34f4f056fbcad95fbd,Hong Kong,1819729,22.27832,114.17469,HK,,,P,PPLC,by_country,normal,2,ABD,HKABD,Aberdeen,,HK,,22.25,114.15,4.046200124937641,0.782608695652174,0.0,0.9460506650008315,0.7533804168915538
1b7fa43c526a792f5dbdeb34f4f056fbcad95fbd,Hong Kong,1819729,22.27832,114.17469,HK,,,P,PPLC,by_country,normal,3,VIC,HKVIC,Victoria,,HK,,22.278333333,114.174444444,0.025309840450551128,0.6666666666666666,0.0,0.9996625354606593,0.6998987606381977
1b7fa43c526a792f5dbdeb34f4f056fbcad95fbd,London,2643743,51.50853,-0.12574,GB,England,ENG,P,PPLC,by_country,normal,1,LON,GBLON,London,"London, City of",GB,LND,51.5150512,-0.09312638843529097,2.3705712001724177,1.0,0.0,0.9683923839977011,0.8905177151993102
1b7fa43c526a792f5dbdeb34f4f056fbcad95fbd,London,2643743,51.50853,-0.12574,GB,England,ENG,P,PPLC,by_country,normal,2,GSR,GBGSR,Aldersgate,"London, City of",GB,LND,51.51667,-0.08333,3.0712329649920527,0.631578947368421,0.0,0.9590502271334393,0.6666624365610844
1b7fa43c526a792f5dbdeb34f4f056fbcad95fbd,London,2643743,51.50853,-0.12574,GB,England,ENG,P,PPLC,by_country,normal,3,LEW,GBLEW,Edgeware,"London, City of",GB,LND,51.6,-0.26667,14.085000750182974,0.631578947368421,0.0,0.8121999899975604,0.6226073654203207
1b7fa43c526a792f5dbdeb34f4f056fbcad95fbd,London,2643743,51.50853,-0.12574,GB,England,ENG,P,PPLC,by_country,normal,4,AEW,GBAEW,Hanwell,"London, City of",GB,LND,51.5089838,-0.3381584,14.700957419214406,0.631578947368421,0.0,0.8039872344104746,0.6201435387441949
1b7fa43c526a792f5dbdeb34f4f056fbcad95fbd,London,2643743,51.50853,-0.12574,GB,England,ENG,P,PPLC,by_country,normal,5,BKG,GBBKG,Barking/London,Essex,GB,ESS,51.5389922,0.0804245,14.660038950082207,0.6,0.0,0.8045328139989039,0.6013598441996711
1b7fa43c526a792f5dbdeb34f4f056fbcad95fbd,London,2643743,51.50853,-0.12574,GB,England,ENG,P,PPLC,by_country,normal,6,HRF,GBHRF,Harefield,Hillingdon,GB,HIL,51.6,-0.48333,26.733446984062905,0.625,0.0,0.6435540402124946,0.5680662120637484
1b7fa43c526a792f5dbdeb34f4f056fbcad95fbd,Solomon Islands,2103350,-8.0,159.0,SB,,00,A,PCLI,by_country,country,6,NOR,SBNOR,"Noro, New Georgia",,SB,,-8.216666666,157.216666666,197.7877897094408,0.8333333333333334,0.0,0.0,0.5
1c9156484c344dc0a3a9095806096252584ecfd5,Guam Island,4043542,13.43103,144.75311,GU,,00,T,ISL,by_country,normal,1,GUM,GUGUM,Guam,,GU,,13.5,144.8,9.19381837851337,0.7,0.0,0.877415754953155,0.6832247264859466
1c9156484c344dc0a3a9095806096252584ecfd5,Honolulu,5856195,21.30694,-157.85833,US,Hawaii,HI,P,PPLA,by_country,normal,1,HNL,USHNL,Honolulu,Hawaii,US,HI,21.3,-157.85,1.1576758421856062,1.0,1.0,0.9845643221041919,0.9953692966312575
1c9156484c344dc0a3a9095806096252584ecfd5,O‘ahu,5851609,21.43333,-157.96667,US,Hawaii,HI,T,ISL,by_country,normal,1,KL9,USKL9,Kahuku,Hawaii,US,HI,21.66667,-157.95,26.00343977103277,0.6,1.0,0.6532874697195631,0.6559862409158689
1d3e8dd7c19aac27212d687a5c7bc89d2d8ad2eb,Puerto Caimito,3702427,8.87392,-79.71572,PA,Panamá Oeste Province,13,P,PPLA3,by_country,normal,1,PCA,PAPCA,Puerto Caimito,,PA,9,8.86667,-79.71667,0.812891507063685,1.0,0.0,0.9891614465724842,0.8967484339717452
1f6b69f79a645d5f71be6948301b46f4a717061f,Krishnapatnam Port,11101753,14.25635,80.11629,IN,Andhra Pradesh,02,L,PRT,by_country,normal,1,KRI,INKRI,Krishnapatnam,Andhra Pradesh,IN,AP,14.2562025,80.1246181,0.897673853871727,0.8387096774193549,0.0,0.9880310152817103,0.799635111036126
23668f6bd080eb60c13216bc72e90dfb5712608c,Littlerock,5367308,34.5211,-117.98368,US,California,CA,P,PPL,by_country,normal,1,YLR,USYLR,Littlerock,California,US,CA,34.51667,-117.96667,1.6344179624552952,1.0,1.0,0.9782077605005961,0.9934623281501788
23d0369b42a320c2558bd4be823c240cc77fe404,Red Sea,350155,20.26735,38.53455,,,,H,SEA,by_sea_coords_600.0km,sea,1,JED,SAJED,Jeddah,Makkah al Mukarramah,SA,02,21.46667,39.16667,148.6534305144092,0.5714285714285714,0.0,0.7522442824759847,0.5685304275999382
23d0369b42a320c2558bd4be823c240cc77fe404,Red Sea,350155,20.26735,38.53455,,,,H,SEA,by_sea_coords_600.0km,sea,2,PZU,SDPZU,Port Sudan,Al Baḩr al Aḩmar,SD,RS,19.619217,37.211709,155.9254801063069,0.5,0.0,0.7401241998228218,0.5220372599468466
23d0369b42a320c2558bd4be823c240cc77fe404,Suez Canal,347712,29.93139,32.56278,EG,Suez,15,H,CNL,by_country,normal,1,SUZ,EGSUZ,As Suways (Suez),As Suways,EG,SUZ,29.96667,32.51667,5.926715153320924,0.6666666666666666,0.0,0.9209771312890543,0.6762931393867162
23d0369b42a320c2558bd4be823c240cc77fe404,Suez Canal,347712,29.93139,32.56278,EG,Suez,15,H,CNL,by_country,normal,2,PTK,EGPTK,Port Tewfik,,EG,,29.95,32.55,2.4080177706794115,0.5263157894736842,0.0,0.9678930963909412,0.6061574026014929
23d064afd7ae754d2f735a57a20d288641005ed7,Constanţa,680963,44.18073,28.63432,RO,Constanța County,14,P,PPLA,by_country,normal,1,CND,ROCND,Constanta,Constarta,RO,CT,44.18333,28.65,1.2833297429759687,1.0,0.0,0.9828889367603204,0.8948666810280961
23d064afd7ae754d2f735a57a20d288641005ed7,Constanţa,680963,44.18073,28.63432,RO,Constanța County,14,P,PPLA,by_country,normal,2,LUM,ROLUM,Luminita,Constarta,RO,CT,44.25,28.61667,7.829859807051317,0.8888888888888888,0.0,0.8956018692393157,0.802013894105128
23d064afd7ae754d2f735a57a20d288641005ed7,Constanţa,680963,44.18073,28.63432,RO,Constanța County,14,P,PPLA,by_country,normal,3,AGI,ROAGI,Agigea,Constarta,RO,CT,44.08333,28.61667,10.921606005393619,0.8888888888888888,0.0,0.8543785865947517,0.7896469093117588
23d064afd7ae754d2f735a57a20d288641005ed7,Constanţa,680963,44.18073,28.63432,RO,Constanța County,14,P,PPLA,by_country,normal,4,OVI,ROOVI,Ovidiu,Constarta,RO,CT,44.26667,28.56667,10.971701341372396,0.8888888888888888,0.0,0.8537106487817014,0.7894465279678438
23d064afd7ae754d2f735a57a20d288641005ed7,Constanţa,680963,44.18073,28.63432,RO,Constanța County,14,P,PPLA,by_country,normal,5,EFS,ROEFS,Eforie Sud,Constarta,RO,CT,44.05,28.63333,14.536727603661014,0.8888888888888888,0.0,0.8061769652845199,0.7751864229186893
23d064afd7ae754d2f735a57a20d288641005ed7,Constanţa,680963,44.18073,28.63432,RO,Constanța County,14,P,PPLA,by_country,normal,6,MID,ROMID,Midia,Constarta,RO,CT,44.33333,28.61667,17.026466949318962,0.8888888888888888,0.0,0.7729804406757472,0.7652274655360575
23d064afd7ae754d2f735a57a20d288641005ed7,Constanţa,680963,44.18073,28.63432,RO,Constanța County,14,P,PPLA,by_country,normal,7,PAL,ROPAL,Poarta Alba,Constarta,RO,CT,44.21667,28.4,19.102359026100412,0.8888888888888888,0.0,0.7453018796519946,0.7569238972289317
23d064afd7ae754d2f735a57a20d288641005ed7,Constanţa,680963,44.18073,28.63432,RO,Constanța County,14,P,PPLA,by_country,normal,8,MED,ROMED,Medgidia,Constarta,RO,CT,44.25,28.26667,30.295719946910445,0.8888888888888888,0.0,0.5960570673745273,0.7121504535456915
23d064afd7ae754d2f735a57a20d288641005ed7,Constanţa,680963,44.18073,28.63432,RO,Constanța County,14,P,PPLA,by_country,normal,9,MAG,ROMAG,Mangalia,Constarta,RO,CT,43.83333,28.58333,38.843777142564896,0.8888888888888888,0.0,0.48208297143246803,0.6779582247630738
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Al Fujairah City,292878,25.11641,56.34141,AE,Fujairah,04,P,PPLA,by_country,normal,1,FJR,AEFJR,Al Fujayrah,Al Fujayrah,AE,FU,25.11667,56.33333,0.8140163252012802,0.7407407407407407,1.0,0.9891464489973163,0.8411883791436393
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Auckland,2193733,-36.84853,174.76349,NZ,Auckland,E7,P,PPLA,by_country,normal,1,DEV,NZDEV,Devonport,Auckland,NZ,AUK,-36.83333,174.78333,2.444142899766839,1.0,0.0,0.9674114280031089,0.8902234284009326
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Auckland,2193733,-36.84853,174.76349,NZ,Auckland,E7,P,PPLA,by_country,normal,2,AKL,NZAKL,Auckland,Auckland,NZ,AUK,-36.83333,174.8,3.662339771361665,1.0,0.0,0.9511688030485111,0.8853506409145533
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Auckland,2193733,-36.84853,174.76349,NZ,Auckland,E7,P,PPLA,by_country,normal,3,CSA,NZCSA,Chelsea,Auckland,NZ,AUK,-36.81667,174.71667,5.469367569507364,1.0,0.0,0.9270750990732352,0.8781225297219706
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Auckland,2193733,-36.84853,174.76349,NZ,Auckland,E7,P,PPLA,by_country,normal,4,TAK,NZTAK,Takapuna,Auckland,NZ,AUK,-36.78333,174.76667,7.255433667056634,1.0,0.0,0.9032608844392449,0.8709782653317735
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Auckland,2193733,-36.84853,174.76349,NZ,Auckland,E7,P,PPLA,by_country,normal,5,HMB,NZHMB,Tamaki,Auckland,NZ,AUK,-36.88333,174.9,12.745608083278244,1.0,0.0,0.8300585588896234,0.849017567666887
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Auckland,2193733,-36.84853,174.76349,NZ,Auckland,E7,P,PPLA,by_country,normal,6,ONE,NZONE,Onehunga (Manukau Harbour),Auckland,NZ,AUK,-37.0,174.66667,18.914267274740432,1.0,0.0,0.7478097696701276,0.8243429309010383
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Auckland,2193733,-36.84853,174.76349,NZ,Auckland,E7,P,PPLA,by_country,normal,7,MAB,NZMAB,Matiatia Bay,Auckland,NZ,AUK,-36.76667,174.96667,20.24989562744738,1.0,0.0,0.7300013916340349,0.8190004174902105
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Auckland,2193733,-36.84853,174.76349,NZ,Auckland,E7,P,PPLA,by_country,normal,8,WKE,NZWKE,Waiheke Island,Auckland,NZ,AUK,-36.8,175.1,30.43463887213684,1.0,0.0,0.5942048150381755,0.7782614445114526
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Basrah,99532,30.50852,47.7804,IQ,Basra,02,P,PPLA,by_country,normal,1,BSR,IQBSR,Basra,Al Basrah,IQ,BA,30.4952371,47.8090981,3.1210779041016994,1.0,1.0,0.9583856279453107,0.9875156883835932
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Basrah,99532,30.50852,47.7804,IQ,Basra,02,P,PPLA,by_country,normal,2,UQR,IQUQR,Umm Qasr Port,Al Basrah,IQ,BA,30.03333,47.93333,54.84176021833967,0.8571428571428571,1.0,0.26877653042213767,0.6949186734123555
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Brisbane,2174003,-27.46794,153.02809,AU,Queensland,04,P,PPLA,by_country,normal,1,BNE,AUBNE,Brisbane,Queensland,AU,QLD,-27.46667,153.01667,1.1355170376474069,1.0,0.0,0.9848597728313679,0.8954579318494104
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Brisbane,2174003,-27.46794,153.02809,AU,Queensland,04,P,PPLA,by_country,normal,2,SBN,AUSBN,South Brisbane,Queensland,AU,QLD,-27.46667,153.01667,1.1355170376474069,0.7619047619047619,0.0,0.9848597728313679,0.7526007889922675
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Brisbane,2174003,-27.46794,153.02809,AU,Queensland,04,P,PPLA,by_country,normal,3,PBN,AUPBN,Port of Brisbane,Queensland,AU,QLD,-27.38333,153.16667,16.60086759351656,0.7272727272727273,0.0,0.7786550987531125,0.6699601659895701
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Brisbane,2174003,-27.46794,153.02809,AU,Queensland,04,P,PPLA,by_country,normal,4,SMR,AUSMR,Seventeen Mile Rocks/Brisbane,Queensland,AU,QLD,-27.55,152.95,11.94035344834081,0.45714285714285713,0.0,0.8407952873554558,0.526524300492351
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Busan,1838524,35.10168,129.03004,KR,Busan,10,P,PPLA,by_country,normal,1,PUS,KRPUS,Busan,Busan Gwang'yeogsi,KR,26,35.13333,129.05,3.9599846755304493,1.0,0.0,0.9472002043262606,0.8841600612978782
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Busan,1838524,35.10168,129.03004,KR,Busan,10,P,PPLA,by_country,normal,2,BJG,KRBJG,Busanjin-Gu,Busan Gwang'yeogsi,KR,26,35.15,129.05,5.6713020238082015,0.6666666666666666,0.0,0.9243826396825573,0.6773147919047671
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Busan,1838524,35.10168,129.03004,KR,Busan,10,P,PPLA,by_country,normal,3,SBU,KRSBU,South Busan,Busan Gwang'yeogsi,KR,26,35.08333,129.15,11.103346757737071,0.6666666666666666,0.0,0.8519553765635057,0.6555866129690517
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Busan,1838524,35.10168,129.03004,KR,Busan,10,P,PPLA,by_country,normal,4,KCN,KRKCN,Gamcheon/Busan,Busan Gwang'yeogsi,KR,26,35.08333,129.0,3.4107549146575717,0.5263157894736842,0.0,0.9545232678045658,0.6021464540255802
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Busan,1838524,35.10168,129.03004,KR,Busan,10,P,PPLA,by_country,normal,5,BNP,KRBNP,Busan New Port,Busan Gwang'yeogsi,KR,26,35.08333,128.81667,19.519860424972343,0.5882352941176471,0.0,0.739735194333702,0.5748617347706989
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Busan,1838524,35.10168,129.03004,KR,Busan,10,P,PPLA,by_country,normal,6,USN,KRUSN,Ulsan,Ulsan Gwang'yeogsi,KR,31,35.53333,129.31667,54.589844049148326,0.8,0.0,0.2721354126780223,0.5616406238034066
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Cairns,2172797,-16.92366,145.76613,AU,Queensland,04,P,PPL,by_country,normal,1,CNS,AUCNS,Cairns,Queensland,AU,QLD,-16.9206657,145.7721854,0.725133202152398,1.0,0.0,0.9903315573046347,0.8970994671913903
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Chennai,1264527,13.08784,80.27847,IN,Tamil Nadu,25,P,PPLA,by_country,normal,1,MAA,INMAA,Chennai (ex Madras),Tamil Nadu,IN,TN,13.08333,80.28333,0.7270223643093874,1.0,0.0,0.9903063684758748,0.8970919105427624
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Chennai,1264527,13.08784,80.27847,IN,Tamil Nadu,25,P,PPLA,by_country,normal,2,ENR,INENR,Ennore,Tamil Nadu,IN,TN,13.2258262,80.3243551,16.127692555204295,0.46153846153846156,0.0,0.7849640992639427,0.5124123067022597
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Chiba-ken,2113014,35.60506,140.12333,JP,Chiba,04,A,ADM1,by_country,normal,1,CHB,JPCHB,Chiba,Tiba [Chiba],JP,12,35.609985,140.118126,0.7219694421380884,0.7142857142857143,0.0,0.9903737407714922,0.7256835508028763
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Chiba-ken,2113014,35.60506,140.12333,JP,Chiba,04,A,ADM1,by_country,normal,2,NAI,JPNAI,Narashino,Tiba [Chiba],JP,12,35.66667,140.01667,11.825583957047527,0.5,0.0,0.8423255472393663,0.5526976641718099
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Chiba-ken,2113014,35.60506,140.12333,JP,Chiba,04,A,ADM1,by_country,normal,3,ICH,JPICH,Ichihara,Tiba [Chiba],JP,12,35.497775,140.1156996,11.949503209765803,0.5,0.0,0.840673290536456,0.5522019871609367
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Chiba-ken,2113014,35.60506,140.12333,JP,Chiba,04,A,ADM1,by_country,normal,4,YCH,JPYCH,Yachiyo,Tiba [Chiba],JP,12,35.73333,140.1,14.417835059080897,0.5,0.0,0.8077621992122547,0.5423286597636764
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Chiba-ken,2113014,35.60506,140.12333,JP,Chiba,04,A,ADM1,by_country,normal,5,FNB,JPFNB,Funabashi,Tiba [Chiba],JP,12,35.699997,139.988668,16.10836842267774,0.5,0.0,0.7852217543642968,0.535566526309289
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Chiba-ken,2113014,35.60506,140.12333,JP,Chiba,04,A,ADM1,by_country,normal,6,ANE,JPANE,Anegasaki,Tiba [Chiba],JP,12,35.48503435,140.01740732461073,16.430527207109478,0.5,0.0,0.780926303905207,0.5342778911715621
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Chiba-ken,2113014,35.60506,140.12333,JP,Chiba,04,A,ADM1,by_country,normal,7,ICK,JPICK,Ichikawa,Tiba [Chiba],JP,12,35.729412,139.928568,22.377403459566036,0.5,0.0,0.7016346205391195,0.5104903861617358
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Chiba-ken,2113014,35.60506,140.12333,JP,Chiba,04,A,ADM1,by_country,normal,8,TOC,JPTOC,Togane,Tiba [Chiba],JP,12,35.56667,140.36667,22.41512987562023,0.5,0.0,0.7011316016583969,0.5103394804975191
2716cdc2d2b5c4895069b0f8c36f77e29327d5fd,Chiba-ken,2113014,35.60506,140.12333,JP,Chiba,04,A,ADM1,by_country,normal,9,FTS,JPFTS,"Futtsu, Chiba",Tiba [Chiba],JP,12,35.58333,140.38333,23.632840728935665,0.5,0.0,0.6848954569475245,0.5054686370842574
